,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Unique Category,Total Score,Reaction Type,Total Reactions,,Sentiment,Total Sentiment,,Datetime,
6230,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,15/4/21 1:34,video,soccer,neutral,20,,,21/1/21 16:33,,,,9/9/2020 0:29,1,,,3-Apr-21,2021-04
6231,5b379d75-649b-426f-b420-4e0b6e4a0e3d,cherish,9/7/2020 8:14,video,soccer,positive,70,,,21/1/21 16:47,,,,9/8/2020 23:59,1,,,3-Apr-21,2021-04
6232,5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,3/12/2020 21:13,video,soccer,positive,60,,,21/1/21 16:51,,,,9/8/2020 23:41,1,,,3-Apr-21,2021-04
6233,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,3/5/2021 6:28,video,soccer,positive,30,,,21/1/21 17:54,,,,9/8/2020 23:20,1,,,3-Apr-21,2021-04
6234,5b379d75-649b-426f-b420-4e0b6e4a0e3d,want,3/4/2021 7:20,video,soccer,positive,70,,,21/1/21 18:28,,,,9/8/2020 23:08,1,,,3-Apr-21,2021-04
6235,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,9/9/2020 12:30,video,soccer,positive,45,,,21/1/21 18:58,,,,9/8/2020 22:56,1,,,3-Apr-21,2021-04
6236,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,8/2/2021 10:25,video,soccer,positive,75,,,21/1/21 19:03,,,,9/8/2020 21:52,1,,,3-Apr-21,2021-04
6237,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,30/11/20 17:02,video,soccer,negative,10,,,21/1/21 19:45,,,,9/8/2020 21:47,1,,,3-Apr-21,2021-04
6238,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,26/1/21 5:27,video,soccer,positive,30,,,21/1/21 2:01,,,,9/8/2020 21:32,1,,,3-Apr-21,2021-04
6239,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,8/4/2021 23:21,video,soccer,negative,0,,,21/1/21 2:05,,,,9/8/2020 21:16,1,,,3-Apr-21,2021-04
6240,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,24/7/20 5:45,video,soccer,negative,12,,,21/1/21 2:56,,,,9/8/2020 21:01,1,,,3-Apr-21,2021-04
6241,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,4/10/2020 1:40,video,soccer,neutral,20,,,21/1/21 20:34,,,,9/8/2020 20:31,1,,,3-Apr-21,2021-04
6242,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,24/11/20 23:55,video,soccer,negative,12,,,21/1/21 20:41,,,,9/8/2020 19:46,1,,,3-Apr-21,2021-04
6243,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,11/1/2021 13:04,video,soccer,positive,45,,,21/1/21 20:48,,,,9/8/2020 19:41,1,,,3-Apr-21,2021-04
6244,5b379d75-649b-426f-b420-4e0b6e4a0e3d,adore,10/9/2020 1:46,video,soccer,positive,72,,,21/1/21 21:18,,,,9/8/2020 19:37,1,,,3-Apr-21,2021-04
6245,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,10/2/2021 5:55,video,soccer,negative,5,,,21/1/21 21:44,,,,9/8/2020 19:02,1,,,3-Apr-21,2021-04
6246,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,23/9/20 23:07,video,soccer,positive,45,,,21/1/21 22:16,,,,9/8/2020 18:37,1,,,3-Apr-21,2021-04
6247,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,17/4/21 5:57,video,soccer,positive,75,,,21/1/21 22:24,,,,9/8/2020 17:52,1,,,3-Apr-21,2021-04
6248,5b379d75-649b-426f-b420-4e0b6e4a0e3d,scared,2/10/2020 1:30,video,soccer,negative,15,,,21/1/21 22:37,,,,9/8/2020 17:34,1,,,3-Apr-21,2021-04
6249,5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,27/6/20 14:51,video,soccer,negative,10,,,21/1/21 22:40,,,,9/8/2020 16:59,1,,,3-Apr-21,2021-04
6250,5b379d75-649b-426f-b420-4e0b6e4a0e3d,like,26/3/21 6:32,video,soccer,positive,50,,,21/1/21 22:43,,,,9/8/2020 16:38,1,,,3-Apr-21,2021-04
6251,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,16/10/20 5:37,video,soccer,positive,75,,,21/1/21 23:13,,,,9/8/2020 16:29,1,,,3-Apr-21,2021-04
6252,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,3/1/2021 20:34,video,soccer,negative,5,,,21/1/21 23:53,,,,9/8/2020 16:18,1,,,3-Apr-21,2021-04
6253,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,25/9/20 11:30,video,soccer,neutral,20,,,21/1/21 3:35,,,,9/8/2020 15:58,1,,,3-Apr-21,2021-04
6254,5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,20/10/20 21:42,video,soccer,negative,0,,,21/1/21 3:53,,,,9/8/2020 15:55,1,,,3-Apr-21,2021-04
6255,5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,22/1/21 2:08,video,soccer,positive,60,,,21/1/21 4:09,,,,9/8/2020 15:46,1,,,3-Apr-21,2021-04
6256,5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,3/3/2021 8:22,video,soccer,positive,30,,,21/1/21 4:43,,,,9/8/2020 15:39,1,,,3-Apr-21,2021-04
6257,5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,16/3/21 0:46,video,soccer,positive,75,,,21/1/21 4:53,,,,9/8/2020 15:37,1,,,3-Apr-21,2021-04
6258,5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,4/3/2021 16:42,video,soccer,neutral,20,,,21/1/21 5:20,,,,9/8/2020 15:12,1,,,3-Apr-21,2021-04
6259,5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,25/3/21 0:43,video,soccer,negative,12,,,21/1/21 5:43,,,,9/8/2020 14:50,1,,,3-Apr-21,2021-04
6260,5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,13/11/20 8:14,video,soccer,positive,45,,,21/1/21 5:50,,,,9/8/2020 14:35,1,,,3-Apr-21,2021-04
6261,5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,14/4/21 9:14,video,soccer,negative,5,,,21/1/21 5:51,,,,9/8/2020 14:26,2,,,3-Apr-21,2021-04
6262,5b379d75-649b-426f-b420-4e0b6e4a0e3d,like,12/12/2020 12:05,video,soccer,positive,50,,,21/1/21 5:54,,,,9/8/2020 13:47,1,,,3-Apr-21,2021-04
6263,5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,4/2/2021 4:35,video,soccer,positive,60,,,21/1/21 6:15,,,,9/8/2020 12:57,1,,,3-Apr-21,2021-04
6264,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,10/7/2020 18:53,photo,travel,negative,10,,,21/1/21 6:51,,,,9/8/2020 10:53,1,,,3-Apr-21,2021-04
6265,7fe36d94-8867-4719-9c62-60b077cf5973,love,16/1/21 21:06,photo,travel,positive,65,,,21/1/21 7:00,,,,9/8/2020 10:37,1,,,3-Apr-21,2021-04
6266,7fe36d94-8867-4719-9c62-60b077cf5973,like,16/11/20 9:08,photo,travel,positive,50,,,21/1/21 7:08,,,,9/8/2020 10:32,1,,,3-Apr-21,2021-04
6267,7fe36d94-8867-4719-9c62-60b077cf5973,indifferent,20/10/20 13:32,photo,travel,neutral,20,,,21/1/21 7:37,,,,9/8/2020 10:14,1,,,3-Apr-21,2021-04
6268,7fe36d94-8867-4719-9c62-60b077cf5973,worried,24/2/21 8:51,photo,travel,negative,12,,,21/1/21 7:44,,,,9/8/2020 9:41,1,,,3-Apr-21,2021-04
6269,7fe36d94-8867-4719-9c62-60b077cf5973,peeking,28/8/20 21:16,photo,travel,neutral,35,,,21/1/21 7:48,,,,9/8/2020 9:24,1,,,3-Apr-21,2021-04
6270,7fe36d94-8867-4719-9c62-60b077cf5973,hate,16/9/20 1:21,photo,travel,negative,5,,,21/1/21 7:52,,,,9/8/2020 9:10,1,,,4-Apr-21,2021-04
6271,7fe36d94-8867-4719-9c62-60b077cf5973,cherish,23/1/21 15:59,photo,travel,positive,70,,,21/1/21 7:55,,,,9/8/2020 8:51,1,,,4-Apr-21,2021-04
6272,7fe36d94-8867-4719-9c62-60b077cf5973,cherish,9/3/2021 5:01,photo,travel,positive,70,,,21/1/21 8:12,,,,9/8/2020 8:34,1,,,4-Apr-21,2021-04
6273,7fe36d94-8867-4719-9c62-60b077cf5973,love,22/4/21 22:18,photo,travel,positive,65,,,21/1/21 8:39,,,,9/8/2020 8:32,1,,,4-Apr-21,2021-04
6274,7fe36d94-8867-4719-9c62-60b077cf5973,peeking,15/2/21 5:06,photo,travel,neutral,35,,,21/1/21 8:46,,,,9/8/2020 8:01,1,,,4-Apr-21,2021-04
6275,7fe36d94-8867-4719-9c62-60b077cf5973,want,31/5/21 23:20,photo,travel,positive,70,,,21/1/21 9:21,,,,9/8/2020 7:58,1,,,4-Apr-21,2021-04
6276,7fe36d94-8867-4719-9c62-60b077cf5973,adore,7/10/2020 22:55,photo,travel,positive,72,,,21/1/21 9:48,,,,9/8/2020 7:41,1,,,4-Apr-21,2021-04
6277,7fe36d94-8867-4719-9c62-60b077cf5973,heart,15/1/21 3:11,photo,travel,positive,60,,,21/1/21 9:49,,,,9/8/2020 7:32,2,,,4-Apr-21,2021-04
6278,7fe36d94-8867-4719-9c62-60b077cf5973,want,24/6/20 4:26,photo,travel,positive,70,,,21/10/20 0:07,,,,9/8/2020 6:00,1,,,4-Apr-21,2021-04
6279,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,14/3/21 17:04,photo,travel,negative,10,,,21/10/20 0:17,,,,9/8/2020 5:49,1,,,4-Apr-21,2021-04
6280,7fe36d94-8867-4719-9c62-60b077cf5973,peeking,23/12/20 16:21,photo,travel,neutral,35,,,21/10/20 0:37,,,,9/8/2020 5:06,1,,,4-Apr-21,2021-04
6281,7fe36d94-8867-4719-9c62-60b077cf5973,like,29/7/20 10:21,photo,travel,positive,50,,,21/10/20 0:53,,,,9/8/2020 4:49,1,,,4-Apr-21,2021-04
6282,7fe36d94-8867-4719-9c62-60b077cf5973,heart,5/7/2020 5:03,photo,travel,positive,60,,,21/10/20 1:44,,,,9/8/2020 4:02,1,,,4-Apr-21,2021-04
6283,7fe36d94-8867-4719-9c62-60b077cf5973,interested,13/10/20 11:32,photo,travel,positive,30,,,21/10/20 10:02,,,,9/8/2020 3:43,1,,,4-Apr-21,2021-04
6284,7fe36d94-8867-4719-9c62-60b077cf5973,want,20/10/20 19:20,photo,travel,positive,70,,,21/10/20 10:10,,,,9/8/2020 3:29,1,,,4-Apr-21,2021-04
6285,7fe36d94-8867-4719-9c62-60b077cf5973,intrigued,9/4/2021 19:57,photo,travel,positive,45,,,21/10/20 10:11,,,,9/8/2020 2:51,1,,,4-Apr-21,2021-04
6286,7fe36d94-8867-4719-9c62-60b077cf5973,disgust,2/2/2021 15:26,photo,travel,negative,0,,,21/10/20 10:35,,,,9/8/2020 2:22,1,,,4-Apr-21,2021-04
6287,7fe36d94-8867-4719-9c62-60b077cf5973,super love,27/1/21 5:16,photo,travel,positive,75,,,21/10/20 11:05,,,,9/8/2020 2:14,1,,,4-Apr-21,2021-04
6288,7fe36d94-8867-4719-9c62-60b077cf5973,scared,8/9/2020 7:35,photo,travel,negative,15,,,21/10/20 11:48,,,,9/8/2020 1:54,1,,,4-Apr-21,2021-04
6289,7fe36d94-8867-4719-9c62-60b077cf5973,worried,9/12/2020 4:57,photo,travel,negative,12,,,21/10/20 12:00,,,,9/8/2020 1:50,1,,,4-Apr-21,2021-04
6290,7fe36d94-8867-4719-9c62-60b077cf5973,worried,22/7/20 0:10,photo,travel,negative,12,,,21/10/20 12:01,,,,9/8/2020 1:12,1,,,4-Apr-21,2021-04
6291,7fe36d94-8867-4719-9c62-60b077cf5973,like,20/11/20 10:03,photo,travel,positive,50,,,21/10/20 12:16,,,,9/8/2020 0:35,1,,,4-Apr-21,2021-04
6292,7fe36d94-8867-4719-9c62-60b077cf5973,interested,25/6/20 5:37,photo,travel,positive,30,,,21/10/20 13:20,,,,9/8/2020 0:27,1,,,4-Apr-21,2021-04
6293,7fe36d94-8867-4719-9c62-60b077cf5973,super love,26/11/20 13:43,photo,travel,positive,75,,,21/10/20 13:41,,,,9/8/2020 0:26,1,,,4-Apr-21,2021-04
6294,7fe36d94-8867-4719-9c62-60b077cf5973,adore,16/11/20 10:46,photo,travel,positive,72,,,21/10/20 14:01,,,,9/8/2020 0:22,1,,,4-Apr-21,2021-04
6295,7fe36d94-8867-4719-9c62-60b077cf5973,super love,19/2/21 10:51,photo,travel,positive,75,,,21/10/20 14:06,,,,9/8/2020 0:13,1,,,4-Apr-21,2021-04
6296,7fe36d94-8867-4719-9c62-60b077cf5973,scared,20/8/20 5:18,photo,travel,negative,15,,,21/10/20 14:53,,,,9/7/2020 23:52,1,,,4-Apr-21,2021-04
6297,7fe36d94-8867-4719-9c62-60b077cf5973,interested,14/10/20 13:42,photo,travel,positive,30,,,21/10/20 16:19,,,,9/7/2020 23:28,1,,,4-Apr-21,2021-04
6298,7fe36d94-8867-4719-9c62-60b077cf5973,adore,4/12/2020 15:51,photo,travel,positive,72,,,21/10/20 16:28,,,,9/7/2020 23:12,1,,,4-Apr-21,2021-04
6299,7fe36d94-8867-4719-9c62-60b077cf5973,dislike,18/11/20 4:30,photo,travel,negative,10,,,21/10/20 16:44,,,,9/7/2020 22:15,1,,,4-Apr-21,2021-04
6300,7fe36d94-8867-4719-9c62-60b077cf5973,want,17/5/21 7:27,photo,travel,positive,70,,,21/10/20 17:32,,,,9/7/2020 21:11,1,,,4-Apr-21,2021-04
6301,7fe36d94-8867-4719-9c62-60b077cf5973,adore,6/2/2021 16:09,photo,travel,positive,72,,,21/10/20 17:58,,,,9/7/2020 21:05,1,,,4-Apr-21,2021-04
6302,7fe36d94-8867-4719-9c62-60b077cf5973,indifferent,19/12/20 21:42,photo,travel,neutral,20,,,21/10/20 18:29,,,,9/7/2020 20:54,1,,,4-Apr-21,2021-04
6303,7fe36d94-8867-4719-9c62-60b077cf5973,scared,14/3/21 1:56,photo,travel,negative,15,,,21/10/20 18:40,,,,9/7/2020 20:40,1,,,4-Apr-21,2021-04
6304,7fe36d94-8867-4719-9c62-60b077cf5973,hate,8/7/2020 14:12,photo,travel,negative,5,,,21/10/20 18:56,,,,9/7/2020 20:13,1,,,4-Apr-21,2021-04
6305,7fe36d94-8867-4719-9c62-60b077cf5973,like,11/12/2020 1:59,photo,travel,positive,50,,,21/10/20 19:33,,,,9/7/2020 20:12,1,,,4-Apr-21,2021-04
6306,7fe36d94-8867-4719-9c62-60b077cf5973,super love,30/11/20 16:34,photo,travel,positive,75,,,21/10/20 19:43,,,,9/7/2020 19:40,1,,,4-Apr-21,2021-04
6307,7fe36d94-8867-4719-9c62-60b077cf5973,scared,23/6/20 22:20,photo,travel,negative,15,,,21/10/20 19:56,,,,9/7/2020 19:18,1,,,4-Apr-21,2021-04
6308,56df8914-9d42-434d-9612-6bb518dd641e,dislike,23/5/21 3:43,video,fitness,negative,10,,,21/10/20 2:41,,,,9/7/2020 19:16,1,,,4-Apr-21,2021-04
6309,56df8914-9d42-434d-9612-6bb518dd641e,intrigued,4/8/2020 8:46,video,fitness,positive,45,,,21/10/20 2:42,,,,9/7/2020 19:03,1,,,4-Apr-21,2021-04
6310,56df8914-9d42-434d-9612-6bb518dd641e,worried,9/4/2021 16:50,video,fitness,negative,12,,,21/10/20 2:54,,,,9/7/2020 18:44,1,,,4-Apr-21,2021-04
6311,56df8914-9d42-434d-9612-6bb518dd641e,super love,15/4/21 11:37,video,fitness,positive,75,,,21/10/20 2:58,,,,9/7/2020 18:36,1,,,4-Apr-21,2021-04
6312,56df8914-9d42-434d-9612-6bb518dd641e,like,19/2/21 4:10,video,fitness,positive,50,,,21/10/20 20:08,,,,9/7/2020 18:18,1,,,4-Apr-21,2021-04
6313,56df8914-9d42-434d-9612-6bb518dd641e,like,22/7/20 4:02,video,fitness,positive,50,,,21/10/20 20:30,,,,9/7/2020 17:57,1,,,4-Apr-21,2021-04
6314,56df8914-9d42-434d-9612-6bb518dd641e,super love,12/1/2021 8:10,video,fitness,positive,75,,,21/10/20 20:36,,,,9/7/2020 16:47,1,,,4-Apr-21,2021-04
6315,56df8914-9d42-434d-9612-6bb518dd641e,dislike,24/6/20 7:26,video,fitness,negative,10,,,21/10/20 20:41,,,,9/7/2020 16:15,1,,,4-Apr-21,2021-04
6316,56df8914-9d42-434d-9612-6bb518dd641e,want,12/5/2021 4:19,video,fitness,positive,70,,,21/10/20 20:46,,,,9/7/2020 15:36,1,,,4-Apr-21,2021-04
6317,56df8914-9d42-434d-9612-6bb518dd641e,heart,19/4/21 6:06,video,fitness,positive,60,,,21/10/20 21:24,,,,9/7/2020 15:27,1,,,4-Apr-21,2021-04
6318,56df8914-9d42-434d-9612-6bb518dd641e,like,10/2/2021 14:23,video,fitness,positive,50,,,21/10/20 22:08,,,,9/7/2020 15:22,1,,,4-Apr-21,2021-04
6319,56df8914-9d42-434d-9612-6bb518dd641e,like,22/5/21 5:40,video,fitness,positive,50,,,21/10/20 22:31,,,,9/7/2020 15:11,1,,,4-Apr-21,2021-04
6320,56df8914-9d42-434d-9612-6bb518dd641e,cherish,17/8/20 15:23,video,fitness,positive,70,,,21/10/20 22:49,,,,9/7/2020 15:00,1,,,4-Apr-21,2021-04
6321,56df8914-9d42-434d-9612-6bb518dd641e,dislike,9/12/2020 3:49,video,fitness,negative,10,,,21/10/20 23:00,,,,9/7/2020 14:53,1,,,4-Apr-21,2021-04
6322,56df8914-9d42-434d-9612-6bb518dd641e,disgust,27/8/20 23:12,video,fitness,negative,0,,,21/10/20 23:24,,,,9/7/2020 14:04,1,,,4-Apr-21,2021-04
6323,56df8914-9d42-434d-9612-6bb518dd641e,super love,16/1/21 11:02,video,fitness,positive,75,,,21/10/20 23:41,,,,9/7/2020 13:29,1,,,4-Apr-21,2021-04
6324,56df8914-9d42-434d-9612-6bb518dd641e,love,13/4/21 11:34,video,fitness,positive,65,,,21/10/20 23:56,,,,9/7/2020 13:04,1,,,4-Apr-21,2021-04
6325,56df8914-9d42-434d-9612-6bb518dd641e,hate,2/3/2021 7:05,video,fitness,negative,5,,,21/10/20 3:04,,,,9/7/2020 12:48,1,,,4-Apr-21,2021-04
6326,56df8914-9d42-434d-9612-6bb518dd641e,heart,19/8/20 22:10,video,fitness,positive,60,,,21/10/20 3:47,,,,9/7/2020 12:41,1,,,4-Apr-21,2021-04
6327,56df8914-9d42-434d-9612-6bb518dd641e,worried,9/9/2020 14:52,video,fitness,negative,12,,,21/10/20 3:48,,,,9/7/2020 12:20,1,,,4-Apr-21,2021-04
6328,56df8914-9d42-434d-9612-6bb518dd641e,peeking,3/2/2021 23:08,video,fitness,neutral,35,,,21/10/20 3:50,,,,9/7/2020 11:55,1,,,4-Apr-21,2021-04
6329,56df8914-9d42-434d-9612-6bb518dd641e,adore,10/9/2020 8:49,video,fitness,positive,72,,,21/10/20 4:00,,,,9/7/2020 11:28,1,,,4-Apr-21,2021-04
6330,56df8914-9d42-434d-9612-6bb518dd641e,scared,12/4/2021 4:21,video,fitness,negative,15,,,21/10/20 4:52,,,,9/7/2020 10:48,1,,,5-Apr-21,2021-04
6331,56df8914-9d42-434d-9612-6bb518dd641e,hate,20/11/20 5:25,video,fitness,negative,5,,,21/10/20 5:08,,,,9/7/2020 10:43,1,,,5-Apr-21,2021-04
6332,56df8914-9d42-434d-9612-6bb518dd641e,dislike,2/3/2021 17:00,video,fitness,negative,10,,,21/10/20 5:21,,,,9/7/2020 10:05,1,,,5-Apr-21,2021-04
6333,56df8914-9d42-434d-9612-6bb518dd641e,want,3/4/2021 15:46,video,fitness,positive,70,,,21/10/20 5:36,,,,9/7/2020 9:15,1,,,5-Apr-21,2021-04
6334,56df8914-9d42-434d-9612-6bb518dd641e,scared,27/1/21 7:48,video,fitness,negative,15,,,21/10/20 5:37,,,,9/7/2020 9:10,1,,,5-Apr-21,2021-04
6335,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,3/2/2021 2:21,video,dogs,positive,30,,,21/10/20 5:40,,,,9/7/2020 8:58,1,,,5-Apr-21,2021-04
6336,78461336-26e2-4d0c-ab9a-fefbe419a8dd,indifferent,3/9/2020 9:07,video,dogs,neutral,20,,,21/10/20 5:47,,,,9/7/2020 8:36,1,,,5-Apr-21,2021-04
6337,78461336-26e2-4d0c-ab9a-fefbe419a8dd,like,2/7/2020 16:01,video,dogs,positive,50,,,21/10/20 6:19,,,,9/7/2020 8:28,1,,,5-Apr-21,2021-04
6338,78461336-26e2-4d0c-ab9a-fefbe419a8dd,want,23/1/21 15:01,video,dogs,positive,70,,,21/10/20 6:40,,,,9/7/2020 8:14,1,,,5-Apr-21,2021-04
6339,78461336-26e2-4d0c-ab9a-fefbe419a8dd,cherish,8/11/2020 10:41,video,dogs,positive,70,,,21/10/20 6:48,,,,9/7/2020 8:00,1,,,5-Apr-21,2021-04
6340,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,27/7/20 5:42,video,dogs,negative,0,,,21/10/20 8:23,,,,9/7/2020 7:52,1,,,5-Apr-21,2021-04
6341,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,2/6/2021 22:21,video,dogs,positive,30,,,21/10/20 8:29,,,,9/7/2020 7:12,1,,,5-Apr-21,2021-04
6342,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,16/2/21 2:05,video,dogs,positive,30,,,21/10/20 9:07,,,,9/7/2020 7:11,1,,,5-Apr-21,2021-04
6343,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,22/1/21 19:50,video,dogs,positive,30,,,21/10/20 9:21,,,,9/7/2020 7:06,1,,,5-Apr-21,2021-04
6344,78461336-26e2-4d0c-ab9a-fefbe419a8dd,like,17/5/21 20:55,video,dogs,positive,50,,,21/10/20 9:30,,,,9/7/2020 6:25,1,,,5-Apr-21,2021-04
6345,78461336-26e2-4d0c-ab9a-fefbe419a8dd,interested,21/1/21 0:52,video,dogs,positive,30,,,21/10/20 9:32,,,,9/7/2020 5:46,1,,,5-Apr-21,2021-04
6346,78461336-26e2-4d0c-ab9a-fefbe419a8dd,worried,29/6/20 8:01,video,dogs,negative,12,,,21/11/20 0:19,,,,9/7/2020 5:29,1,,,5-Apr-21,2021-04
6347,78461336-26e2-4d0c-ab9a-fefbe419a8dd,disgust,25/2/21 3:14,video,dogs,negative,0,,,21/11/20 0:23,,,,9/7/2020 4:49,1,,,5-Apr-21,2021-04
6348,78461336-26e2-4d0c-ab9a-fefbe419a8dd,heart,28/5/21 8:51,video,dogs,positive,60,,,21/11/20 0:30,,,,9/7/2020 4:31,1,,,5-Apr-21,2021-04
6349,78461336-26e2-4d0c-ab9a-fefbe419a8dd,scared,26/2/21 3:14,video,dogs,negative,15,,,21/11/20 0:40,,,,9/7/2020 3:55,1,,,5-Apr-21,2021-04
6350,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,12/10/2020 4:43,photo,veganism,neutral,35,,,21/11/20 0:51,,,,9/7/2020 3:53,1,,,5-Apr-21,2021-04
6351,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,18/2/21 1:30,photo,veganism,positive,30,,,21/11/20 0:58,,,,9/7/2020 3:42,1,,,5-Apr-21,2021-04
6352,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,28/3/21 23:04,photo,veganism,negative,5,,,21/11/20 1:01,,,,9/7/2020 2:57,1,,,5-Apr-21,2021-04
6353,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,26/3/21 12:21,photo,veganism,negative,12,,,21/11/20 1:02,,,,9/7/2020 2:48,1,,,5-Apr-21,2021-04
6354,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,11/9/2020 5:24,photo,veganism,positive,60,,,21/11/20 1:10,,,,9/7/2020 2:46,1,,,5-Apr-21,2021-04
6355,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,27/2/21 20:58,photo,veganism,negative,5,,,21/11/20 1:20,,,,9/7/2020 1:48,1,,,5-Apr-21,2021-04
6356,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,30/3/21 17:05,photo,veganism,negative,10,,,21/11/20 1:21,,,,9/7/2020 0:07,1,,,5-Apr-21,2021-04
6357,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,28/1/21 15:11,photo,veganism,neutral,20,,,21/11/20 1:28,,,,8/12/2020 23:51,1,,,5-Apr-21,2021-04
6358,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,28/4/21 7:55,photo,veganism,neutral,35,,,21/11/20 1:41,,,,8/12/2020 22:48,1,,,5-Apr-21,2021-04
6359,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,15/3/21 20:57,photo,veganism,positive,50,,,21/11/20 10:22,,,,8/12/2020 22:40,1,,,5-Apr-21,2021-04
6360,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,20/6/20 15:49,photo,veganism,positive,45,,,21/11/20 10:34,,,,8/12/2020 22:19,1,,,5-Apr-21,2021-04
6361,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,6/2/2021 4:36,photo,veganism,positive,45,,,21/11/20 11:56,,,,8/12/2020 21:48,1,,,5-Apr-21,2021-04
6362,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,12/9/2020 10:42,photo,veganism,positive,75,,,21/11/20 12:06,,,,8/12/2020 21:47,1,,,5-Apr-21,2021-04
6363,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,11/5/2021 22:27,photo,veganism,positive,30,,,21/11/20 12:30,,,,8/12/2020 21:46,1,,,5-Apr-21,2021-04
6364,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,love,11/12/2020 3:03,photo,veganism,positive,65,,,21/11/20 12:37,,,,8/12/2020 21:26,1,,,5-Apr-21,2021-04
6365,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,15/1/21 7:24,photo,veganism,positive,30,,,21/11/20 12:42,,,,8/12/2020 21:11,1,,,5-Apr-21,2021-04
6366,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,9/10/2020 1:43,photo,veganism,positive,70,,,21/11/20 13:34,,,,8/12/2020 20:44,1,,,5-Apr-21,2021-04
6367,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,15/3/21 4:29,photo,veganism,positive,60,,,21/11/20 13:57,,,,8/12/2020 20:39,1,,,5-Apr-21,2021-04
6368,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,17/12/20 16:24,photo,veganism,positive,50,,,21/11/20 14:12,,,,8/12/2020 20:21,1,,,5-Apr-21,2021-04
6369,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,3/11/2020 2:39,photo,veganism,negative,12,,,21/11/20 14:32,,,,8/12/2020 20:10,1,,,5-Apr-21,2021-04
6370,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,22/10/20 3:45,photo,veganism,positive,75,,,21/11/20 16:04,,,,8/12/2020 19:24,1,,,5-Apr-21,2021-04
6371,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,17/3/21 8:16,photo,veganism,negative,0,,,21/11/20 16:09,,,,8/12/2020 19:03,1,,,5-Apr-21,2021-04
